ano,mes,sigla_uf,empresa,tecnologia,modalidade,total_acessos
2023,10,PA,TIM,WCDMA,Pré-pago,21676
2023,10,PI,TIM,GSM,Pré-pago,42653
2023,10,CE,TIM,WCDMA,Pós-pago,103407
2023,10,PR,TIM,LTE,Pré-pago,3497337
2023,10,MS,TIM,GSM,Pré-pago,9315
2023,10,RR,VIVO,GSM,Pré-pago,10181
2023,10,RR,VIVO,CDMA IS 95,Pré-pago,9
2023,10,MA,VIVO,WCDMA,Pós-pago,51766
2023,10,MA,VIVO,NR,Pós-pago,52053
2023,10,AL,VIVO,NR,Pré-pago,16092
2023,10,BA,VIVO,LTE,Pré-pago,2643920
2023,10,BA,VIVO,LTE,Pós-pago,1749048
2023,10,BA,VIVO,GSM,Pós-pago,467472
2023,10,ES,VIVO,NR,Pré-pago,45242
2023,10,RJ,VIVO,NR,Pré-pago,114263
2023,10,GO,VIVO,LTE,Pré-pago,820350
2023,10,GO,VIVO,WCDMA,Pós-pago,122056
2023,10,DF,VIVO,NR,Pós-pago,201811
2023,10,RO,CLARO,LTE,Pré-pago,561477
2023,10,AM,CLARO,WCDMA,Pós-pago,163238
2023,10,PA,CLARO,GSM,Pós-pago,41578
2023,10,AP,CLARO,NR,Pós-pago,8527
2023,10,TO,CLARO,WCDMA,Pré-pago,24195
2023,10,MA,CLARO,WCDMA,Pré-pago,63789
2023,10,PI,CLARO,LTE,Pré-pago,817872
2023,10,PI,CLARO,GSM,Pré-pago,23065
2023,10,CE,CLARO,WCDMA,Pré-pago,100411
2023,10,CE,CLARO,GSM,Pré-pago,56225
2023,10,PE,CLARO,GSM,Pós-pago,73488
2023,10,AL,CLARO,LTE,Pós-pago,298107
2023,10,SP,CLARO,WCDMA,Pré-pago,249092
2023,10,MS,CLARO,NR,Pré-pago,31324
2023,10,MT,CLARO,NR,Pós-pago,83507
2023,10,DF,CLARO,LTE,Pós-pago,658484
2023,10,MG,ALGAR (CTBC TELECOM),LTE,Pós-pago,453670
2023,10,ES,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,477
2023,10,RJ,TIM,NR,Pós-pago,364092
2023,10,DF,VIVO,GSM,Pré-pago,33369
2023,10,AC,CLARO,NR,Pré-pago,12251
2023,10,AC,CLARO,GSM,Pré-pago,4086
2023,10,AP,CLARO,WCDMA,Pré-pago,4976
2023,10,DF,CLARO,NR,Pós-pago,229076
2023,10,MG,ALGAR (CTBC TELECOM),GSM,Pós-pago,11407
2023,10,AL,SURF TELECOM,LTE,Pré-pago,2304
2023,10,SE,AMERICA NET,LTE,Pós-pago,16
2023,10,PI,SURF TELECOM,LTE,Pós-pago,4924
2023,10,RJ,VIVO,CDMA IS 95,Pós-pago,2
2023,10,GO,ALGAR (CTBC TELECOM),LTE,Pré-pago,18329
2023,10,GO,ALGAR (CTBC TELECOM),WCDMA,Pós-pago,2389
2023,10,ES,DATORA,LTE,Pós-pago,9
2023,10,TO,SURF TELECOM,LTE,Pós-pago,2397
2023,10,AC,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,1
2023,10,TO,DATORA,GSM,Pós-pago,9556
2023,10,AP,AMERICA NET,LTE,Pós-pago,5
2023,10,AC,TIM,NR,Pré-pago,3489
2023,10,RR,TIM,NR,Pré-pago,7773
2023,10,MS,SURF TELECOM,LTE,Pós-pago,2934
2023,10,MT,SURF TELECOM,LTE,Pré-pago,1470
2023,10,PI,AMERICA NET,LTE,Pós-pago,2
2023,10,AM,TIM,LTE,Pré-pago,245023
2023,10,PA,TIM,LTE,Pré-pago,1180367
2023,10,AP,TIM,GSM,Pós-pago,3173
2023,10,PI,TIM,LTE,Pós-pago,157246
2023,10,MG,TIM,WCDMA,Pós-pago,47326
2023,10,ES,TIM,WCDMA,Pós-pago,4883
2023,10,PR,TIM,LTE,Pós-pago,2682614
2023,10,PR,TIM,WCDMA,Pré-pago,84558
2023,10,SC,TIM,WCDMA,Pós-pago,36040
2023,10,MS,TIM,GSM,Pós-pago,8812
2023,10,MT,TIM,LTE,Pré-pago,431679
2023,10,GO,TIM,GSM,Pós-pago,28587
2023,10,RO,VIVO,GSM,Pós-pago,34630
2023,10,AP,VIVO,WCDMA,Pré-pago,4872
2023,10,MA,VIVO,WCDMA,Pré-pago,20696
2023,10,AL,VIVO,WCDMA,Pré-pago,12086
2023,10,SE,VIVO,GSM,Pré-pago,63348
2023,10,SE,VIVO,LTE,Pré-pago,830227
2023,10,MG,VIVO,GSM,Pós-pago,1030653
2023,10,ES,VIVO,LTE,Pós-pago,1575068
2023,10,RJ,VIVO,NR,Pós-pago,671871
2023,10,SP,VIVO,LTE,Pós-pago,12515559
2023,10,SP,VIVO,LTE,Pré-pago,6060576
2023,10,PR,VIVO,GSM,Pré-pago,75012
2023,10,PR,VIVO,WCDMA,Pós-pago,222333
2023,10,SC,VIVO,NR,Pré-pago,25845
2023,10,DF,VIVO,WCDMA,Pós-pago,66400
2023,10,AM,CLARO,GSM,Pré-pago,9811
2023,10,AM,CLARO,NR,Pré-pago,55122
2023,10,RR,CLARO,LTE,Pré-pago,106728
2023,10,TO,CLARO,GSM,Pré-pago,10403
2023,10,PI,CLARO,NR,Pós-pago,29072
2023,10,BA,CLARO,NR,Pós-pago,140389
2023,10,SP,CLARO,NR,Pós-pago,2000573
2023,10,PR,CLARO,GSM,Pré-pago,23158
2023,10,MT,CLARO,LTE,Pré-pago,550592
2023,10,MT,CLARO,NR,Pré-pago,34435
2023,10,MG,ALGAR (CTBC TELECOM),WCDMA,Pré-pago,94052
2023,10,CE,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,396
2023,10,BA,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,963
2023,10,RN,SURF TELECOM,LTE,Pré-pago,6795
2023,10,ES,DATORA,GSM,Pós-pago,9795
2023,10,DF,CLARO,GSM,Pré-pago,5603
2023,10,SC,TIM,NR,Pré-pago,68325
2023,10,DF,TIM,NR,Pós-pago,98244
2023,10,PR,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,4638
2023,10,SE,CLARO,NR,Pré-pago,9658
2023,10,ES,AMERICA NET,LTE,Pós-pago,1769
2023,10,SC,DATORA,LTE,Pós-pago,423
2023,10,SE,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,44
2023,10,RR,AMERICA NET,LTE,Pós-pago,2
2023,10,MT,DATORA,LTE,Pós-pago,91
2023,10,SP,DATORA,GSM,Pré-pago,98
2023,10,CE,DATORA,GSM,Pós-pago,66074
2023,10,MG,Next Level Telecom Ltda.,LTE,Pós-pago,20000
2023,10,PB,DATORA,GSM,Pós-pago,32719
2023,11,MS,SURF TELECOM,LTE,Pós-pago,3070
2023,11,SP,AMERICA NET,LTE,Pós-pago,157597
2023,11,AM,TIM,LTE,Pós-pago,107444
2023,11,TO,TIM,GSM,Pós-pago,4410
2023,11,TO,TIM,GSM,Pré-pago,10270
2023,11,PE,TIM,WCDMA,Pós-pago,27114
2023,11,SE,TIM,GSM,Pré-pago,3298
2023,11,BA,TIM,WCDMA,Pós-pago,21275
2023,11,MG,TIM,GSM,Pré-pago,78800
2023,11,SP,TIM,WCDMA,Pré-pago,128037
2023,11,SP,TIM,NR,Pré-pago,560036
2023,11,MS,TIM,LTE,Pós-pago,134789
2023,11,RO,VIVO,GSM,Pós-pago,34945
2023,11,RO,VIVO,GSM,Pré-pago,15235
2023,11,RO,VIVO,NR,Pós-pago,16919
2023,11,PA,VIVO,WCDMA,Pós-pago,96796
2023,11,PE,VIVO,GSM,Pré-pago,101115
2023,11,PE,VIVO,LTE,Pós-pago,892492
2023,11,AL,VIVO,WCDMA,Pré-pago,11405
2023,11,AL,VIVO,NR,Pré-pago,17443
2023,11,SP,VIVO,GSM,Pós-pago,4053813
2023,11,RS,VIVO,GSM,Pós-pago,724566
2023,11,RS,VIVO,GSM,Pré-pago,235145
2023,11,MS,VIVO,WCDMA,Pós-pago,52196
2023,11,MT,VIVO,WCDMA,Pré-pago,11513
2023,11,MT,VIVO,NR,Pós-pago,96468
2023,11,GO,VIVO,GSM,Pré-pago,90389
2023,11,DF,VIVO,GSM,Pós-pago,102618
2023,11,RO,CLARO,WCDMA,Pós-pago,55038
2023,11,AC,CLARO,LTE,Pós-pago,132518
2023,11,AM,CLARO,WCDMA,Pré-pago,26134
2023,11,MA,CLARO,NR,Pós-pago,62330
2023,11,RN,CLARO,LTE,Pós-pago,307910
2023,11,PB,CLARO,LTE,Pré-pago,577477
2023,11,BA,CLARO,WCDMA,Pós-pago,264482
2023,11,RJ,CLARO,LTE,Pré-pago,2466622
2023,11,SP,CLARO,WCDMA,Pré-pago,242142
2023,11,PR,CLARO,NR,Pós-pago,179444
2023,11,SC,CLARO,NR,Pré-pago,47098
2023,11,SP,ALGAR (CTBC TELECOM),WCDMA,Pós-pago,8365
2023,11,SP,ALGAR (CTBC TELECOM),LTE,Pré-pago,33772
2023,11,RS,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,1831
2023,11,RN,SURF TELECOM,LTE,Pré-pago,6983
2023,11,MS,SURF TELECOM,LTE,Pré-pago,2261
2023,11,GO,SURF TELECOM,LTE,Pré-pago,4572
2023,11,AP,VIVO,GSM,Pós-pago,15933
2023,11,GO,ALGAR (CTBC TELECOM),WCDMA,Pós-pago,2372
2023,11,GO,ALGAR (CTBC TELECOM),GSM,Pré-pago,648
2023,11,AM,SURF TELECOM,LTE,Pós-pago,4590
2023,11,PR,LIGGA TELECOM,GSM,Pós-pago,1262
2023,11,RS,SURF TELECOM,LTE,Pós-pago,9021
2023,11,MS,ALGAR (CTBC TELECOM),LTE,Pós-pago,4593
2023,11,RO,DATORA,LTE,Pós-pago,11
2023,11,MA,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,19
2023,11,AP,AMERICA NET,LTE,Pós-pago,5
2023,11,MA,Next Level Telecom Ltda.,LTE,Pós-pago,39669
2023,11,PR,SURF TELECOM,LTE,Pós-pago,22383
2023,11,RO,TIM,GSM,Pré-pago,9055
2023,11,AM,TIM,GSM,Pré-pago,7205
2023,11,PA,TIM,LTE,Pós-pago,359345
2023,11,MA,TIM,WCDMA,Pré-pago,13977
2023,11,CE,TIM,WCDMA,Pré-pago,32479
2023,11,RN,TIM,GSM,Pré-pago,41797
2023,11,SE,TIM,GSM,Pós-pago,3150
2023,11,RJ,TIM,LTE,Pré-pago,2653740
2023,11,PR,TIM,LTE,Pós-pago,2686235
2023,11,RO,VIVO,WCDMA,Pré-pago,2089
2023,11,PA,VIVO,NR,Pós-pago,101391
2023,11,TO,VIVO,GSM,Pós-pago,23080
2023,11,MA,VIVO,LTE,Pós-pago,495362
2023,11,RN,VIVO,LTE,Pré-pago,416742
2023,11,PB,VIVO,LTE,Pós-pago,354392
2023,11,PB,VIVO,NR,Pós-pago,39580
2023,11,BA,VIVO,NR,Pós-pago,167313
2023,11,BA,VIVO,NR,Pré-pago,39934
2023,11,MG,VIVO,WCDMA,Pós-pago,556469
2023,11,MG,VIVO,WCDMA,Pré-pago,184159
2023,11,MG,VIVO,NR,Pós-pago,590610
2023,11,ES,VIVO,WCDMA,Pós-pago,163295
2023,11,RJ,VIVO,NR,Pré-pago,124193
2023,11,MS,VIVO,GSM,Pré-pago,55969
2023,11,MT,VIVO,NR,Pré-pago,24961
2023,11,DF,VIVO,LTE,Pré-pago,237410
2023,11,PA,CLARO,LTE,Pós-pago,583299
2023,11,AP,CLARO,LTE,Pré-pago,147270
2023,11,TO,CLARO,GSM,Pré-pago,10332
2023,11,MA,CLARO,LTE,Pré-pago,1705934
2023,11,CE,CLARO,WCDMA,Pré-pago,97698
2023,11,RN,CLARO,GSM,Pré-pago,14567
2023,11,PB,CLARO,WCDMA,Pós-pago,100425
2023,11,PB,CLARO,WCDMA,Pré-pago,37158
2023,11,AL,CLARO,WCDMA,Pós-pago,51515
2023,11,BA,CLARO,LTE,Pós-pago,1378521
2023,11,MG,CLARO,LTE,Pós-pago,2006002
2023,11,ES,CLARO,LTE,Pós-pago,362904
2023,11,RJ,CLARO,GSM,Pós-pago,170200
2023,11,RJ,CLARO,WCDMA,Pré-pago,130327
2023,11,RJ,CLARO,GSM,Pré-pago,36652
2023,11,PB,SURF TELECOM,LTE,Pré-pago,4218
2023,11,RJ,TIM,NR,Pós-pago,394898
2023,11,AP,VIVO,WCDMA,Pré-pago,4698
2023,11,AP,CLARO,GSM,Pré-pago,2652
2023,11,GO,AMERICA NET,LTE,Pós-pago,336
2023,11,CE,TIM,NR,Pré-pago,65002
2023,11,MG,DATORA,GSM,Pós-pago,227511
2023,11,ES,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,3082
2023,11,MS,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,36
2023,11,SP,VIVO,CDMA IS 95,Pós-pago,6
2023,11,MA,DATORA,GSM,Pós-pago,9658
2023,11,TO,DATORA,GSM,Pós-pago,9556
2023,11,RJ,AMERICA NET,LTE,Pós-pago,3284
2023,11,PA,TIM,GSM,Pós-pago,12493
2023,11,PB,TIM,LTE,Pós-pago,380333
2023,11,PE,TIM,LTE,Pré-pago,1611966
2023,11,AL,TIM,LTE,Pós-pago,246633
2023,11,SE,TIM,WCDMA,Pós-pago,2411
2023,11,BA,TIM,LTE,Pós-pago,747377
2023,11,RJ,TIM,WCDMA,Pós-pago,63293
2023,11,PR,TIM,NR,Pós-pago,392864
2023,11,PR,TIM,NR,Pré-pago,182102
2023,11,RS,TIM,LTE,Pós-pago,705017
2023,11,MT,TIM,LTE,Pré-pago,419865
2023,11,AM,VIVO,GSM,Pré-pago,81035
2023,11,PA,VIVO,GSM,Pós-pago,150926
2023,11,PA,VIVO,WCDMA,Pré-pago,31056
2023,11,RN,VIVO,NR,Pós-pago,41358
2023,11,SE,VIVO,WCDMA,Pré-pago,21776
2023,11,BA,VIVO,GSM,Pré-pago,278590
2023,11,BA,VIVO,WCDMA,Pós-pago,242291
2023,11,ES,VIVO,NR,Pré-pago,49294
2023,11,SP,VIVO,LTE,Pós-pago,12486443
2023,11,PR,VIVO,LTE,Pós-pago,1429669
2023,11,PR,VIVO,GSM,Pós-pago,401150
2023,11,SC,VIVO,WCDMA,Pré-pago,32999
2023,11,RS,VIVO,LTE,Pós-pago,3326023
2023,11,RS,VIVO,WCDMA,Pré-pago,75382
2023,11,MS,VIVO,WCDMA,Pré-pago,11271
2023,11,MS,VIVO,NR,Pós-pago,78673
2023,11,MT,VIVO,WCDMA,Pós-pago,77180
2023,11,GO,VIVO,WCDMA,Pós-pago,122552
2023,11,DF,VIVO,WCDMA,Pós-pago,68404
2023,11,RO,CLARO,GSM,Pré-pago,5310
2023,11,AM,CLARO,GSM,Pós-pago,48388
2023,11,RR,CLARO,GSM,Pós-pago,2526
2023,11,PA,CLARO,NR,Pós-pago,119237
2023,11,TO,CLARO,WCDMA,Pós-pago,48281
2023,11,TO,CLARO,NR,Pré-pago,21705
2023,11,PI,CLARO,GSM,Pré-pago,22726
2023,11,PB,CLARO,LTE,Pós-pago,314539
2023,11,MG,CLARO,GSM,Pré-pago,64399
2023,11,MG,CLARO,NR,Pré-pago,72020
2023,11,ES,CLARO,WCDMA,Pré-pago,14705
2023,11,RJ,CLARO,LTE,Pós-pago,3495969
2023,11,SP,CLARO,WCDMA,Pós-pago,5659241
2023,11,PR,CLARO,WCDMA,Pré-pago,55495
2023,11,SC,CLARO,WCDMA,Pós-pago,199967
2023,11,MS,CLARO,LTE,Pós-pago,467838
2023,11,MS,CLARO,WCDMA,Pós-pago,98971
2023,11,MS,CLARO,WCDMA,Pré-pago,22916
2023,11,GO,CLARO,NR,Pré-pago,100055
2023,11,DF,CLARO,WCDMA,Pós-pago,138702
2023,11,DF,CLARO,LTE,Pós-pago,648705
2023,11,ES,AMERICA NET,LTE,Pós-pago,1716
2023,11,SE,TIM,NR,Pré-pago,5314
2023,11,RN,SURF TELECOM,LTE,Pós-pago,2709
2023,11,PE,TIM,NR,Pós-pago,116021
2023,11,AM,SURF TELECOM,LTE,Pré-pago,826
2023,11,CE,SURF TELECOM,LTE,Pós-pago,3930
2023,11,PR,DATORA,LTE,Pós-pago,2576
2023,11,AM,VIVO,CDMA IS 95,Pré-pago,19
2023,11,TO,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,1
2023,11,AM,AMERICA NET,LTE,Pós-pago,7
2023,11,RS,VIVO,CDMA IS 95,Pré-pago,2
2023,11,MA,AMERICA NET,LTE,Pós-pago,4
2023,11,MT,DATORA,LTE,Pós-pago,91
2023,11,SC,SURF TELECOM,LTE,Pré-pago,61625
2023,11,AC,TIM,WCDMA,Pós-pago,389
2023,11,PA,TIM,GSM,Pré-pago,49142
2023,11,PA,TIM,WCDMA,Pós-pago,7440
2023,11,PA,TIM,NR,Pré-pago,54095
2023,11,TO,TIM,WCDMA,Pré-pago,2801
2023,11,MA,TIM,GSM,Pré-pago,36373
2023,11,PE,TIM,WCDMA,Pré-pago,41965
2023,11,SE,TIM,WCDMA,Pré-pago,1942
2023,11,ES,TIM,LTE,Pós-pago,81550
2023,11,SP,TIM,GSM,Pós-pago,173985
2023,11,SP,TIM,GSM,Pré-pago,163453
2023,11,PR,TIM,WCDMA,Pré-pago,80556
2023,11,SC,TIM,LTE,Pós-pago,1661272
2023,11,MT,TIM,GSM,Pós-pago,9494
2023,11,GO,TIM,GSM,Pós-pago,28343
2023,11,TO,VIVO,WCDMA,Pré-pago,2024
2023,11,RN,VIVO,GSM,Pós-pago,45217
2023,11,RN,VIVO,WCDMA,Pré-pago,36805
2023,11,PB,VIVO,WCDMA,Pós-pago,34975
2023,11,PE,VIVO,GSM,Pós-pago,197989
2023,11,AL,VIVO,NR,Pós-pago,31002
2023,11,AL,VIVO,GSM,Pré-pago,37538
2023,11,MG,VIVO,GSM,Pré-pago,307869
2023,11,SP,VIVO,WCDMA,Pós-pago,2060478
2023,11,SP,VIVO,NR,Pós-pago,2175588
2023,11,SC,VIVO,LTE,Pós-pago,1356431
2023,11,RS,VIVO,NR,Pós-pago,283439
2023,11,GO,VIVO,LTE,Pós-pago,1143423
2023,11,GO,VIVO,NR,Pré-pago,25535
2023,11,AM,CLARO,LTE,Pós-pago,369611
2023,11,TO,CLARO,GSM,Pós-pago,14997
2023,11,PB,CLARO,NR,Pré-pago,14600
2023,11,PE,CLARO,WCDMA,Pré-pago,120525
2023,11,BA,CLARO,LTE,Pré-pago,3189984
2023,11,MG,CLARO,LTE,Pré-pago,2208285
2023,11,RS,CLARO,WCDMA,Pós-pago,829432
2023,11,RS,CLARO,WCDMA,Pré-pago,77129
2023,11,RS,CLARO,NR,Pós-pago,279151
2023,11,DF,CLARO,NR,Pós-pago,244464
2023,11,MG,ALGAR (CTBC TELECOM),LTE,Pós-pago,453969
2023,11,BA,DATORA,LTE,Pós-pago,750
2023,11,RO,VIVO,NR,Pré-pago,5215
2023,11,RR,VIVO,NR,Pré-pago,18018
2023,11,SE,CLARO,GSM,Pré-pago,8701
2023,11,GO,ALGAR (CTBC TELECOM),LTE,Pós-pago,17519
2023,11,PA,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,6
2023,11,DF,VIVO,GSM,Pré-pago,34067
2023,11,PR,VIVO,CDMA IS 95,Pós-pago,1
2023,11,BA,DATORA,GSM,Pós-pago,70471
2023,11,CE,AMERICA NET,LTE,Pós-pago,4
2023,11,PI,AMERICA NET,LTE,Pós-pago,2
2023,11,RJ,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,10615
2023,11,ES,DATORA,LTE,Pós-pago,9
2023,11,MS,TIM,NR,Pós-pago,14009
2023,11,MS,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,22
2023,11,AC,TIM,NR,Pós-pago,2919
2023,11,RR,DATORA,LTE,Pós-pago,100
2023,11,AM,DATORA,GSM,Pós-pago,1395
2023,11,RS,DATORA,LTE,Pós-pago,912
2023,11,AM,DATORA,LTE,Pós-pago,39
2023,11,PI,TIM,NR,Pré-pago,16474
2023,11,DF,SURF TELECOM,LTE,Pré-pago,4250
2023,11,SC,VIVO,CDMA IS 95,Pré-pago,2
2023,11,RO,DATORA,GSM,Pós-pago,1225
2023,11,MG,SURF TELECOM,LTE,Pós-pago,13938
2023,11,MT,SURF TELECOM,LTE,Pré-pago,1626
2023,11,RR,TIM,LTE,Pré-pago,58143
2023,11,MA,TIM,LTE,Pré-pago,759522
2023,11,CE,TIM,WCDMA,Pós-pago,103078
2023,11,MG,TIM,WCDMA,Pós-pago,46666
2023,11,ES,TIM,WCDMA,Pré-pago,3749
2023,11,ES,TIM,WCDMA,Pós-pago,4897
2023,11,SP,TIM,LTE,Pré-pago,6139916
2023,11,PR,TIM,WCDMA,Pós-pago,50377
2023,11,SC,TIM,GSM,Pré-pago,41009
2023,11,RS,TIM,LTE,Pré-pago,915481
2023,11,RS,TIM,NR,Pós-pago,63792
2023,11,GO,TIM,WCDMA,Pós-pago,12091
2023,11,AC,VIVO,NR,Pós-pago,16612
2023,11,AC,VIVO,WCDMA,Pós-pago,10041
2023,11,AM,VIVO,LTE,Pré-pago,943069
2023,11,AM,VIVO,NR,Pré-pago,58946
2023,11,PI,VIVO,LTE,Pré-pago,483939
2023,11,PI,VIVO,WCDMA,Pré-pago,11759
2023,11,CE,VIVO,LTE,Pré-pago,1405863
2023,11,MG,VIVO,NR,Pré-pago,100501
2023,11,RJ,VIVO,LTE,Pós-pago,3193851
2023,11,PR,VIVO,GSM,Pré-pago,76548
2023,11,MT,VIVO,LTE,Pré-pago,925806
2023,11,GO,VIVO,LTE,Pré-pago,826208
2023,11,DF,VIVO,LTE,Pós-pago,553571
2023,11,RO,CLARO,NR,Pós-pago,62595
2023,11,RR,CLARO,LTE,Pré-pago,106489
2023,11,PA,CLARO,GSM,Pós-pago,41038
2023,11,PA,CLARO,GSM,Pré-pago,34276
2023,11,TO,CLARO,NR,Pós-pago,52831
2023,11,BA,CLARO,GSM,Pós-pago,83037
2023,11,GO,CLARO,GSM,Pré-pago,27383
2023,11,MG,ALGAR (CTBC TELECOM),GSM,Pós-pago,11307
2023,11,SP,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,12795
2023,11,RS,UNIFIQUE,NR,Pré-pago,40
2023,11,DF,TIM,GSM,Pré-pago,10973
2023,11,AC,CLARO,GSM,Pré-pago,4002
2023,11,DF,CLARO,GSM,Pré-pago,5501
2023,11,BA,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,704
2023,11,RJ,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,2839
2023,11,RN,TIM,NR,Pós-pago,50459
2023,11,SP,ALGAR (CTBC TELECOM),GSM,Pós-pago,1278
2023,11,RS,DATORA,GSM,Pós-pago,146881
2023,11,RR,SURF TELECOM,LTE,Pós-pago,2373
2023,11,DF,TIM,NR,Pré-pago,52648
2023,11,AM,TIM,NR,Pós-pago,35255
2023,11,PI,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,17
2023,11,CE,DATORA,GSM,Pós-pago,66074
2023,11,AC,TIM,NR,Pré-pago,3656
2023,11,RJ,Next Level Telecom Ltda.,LTE,Pós-pago,42476
2023,11,TO,AMERICA NET,LTE,Pós-pago,5
2023,11,PB,DATORA,LTE,Pós-pago,901
2023,11,TO,TIM,NR,Pré-pago,7357
2023,11,MS,AMERICA NET,LTE,Pós-pago,329
2023,11,PA,TIM,LTE,Pré-pago,1165807
2023,11,TO,TIM,LTE,Pré-pago,179482
2023,11,CE,TIM,GSM,Pós-pago,154095
2023,11,MS,TIM,WCDMA,Pós-pago,4560
2023,11,MS,TIM,GSM,Pré-pago,9349
2023,11,GO,TIM,LTE,Pré-pago,1028694
2023,11,RR,VIVO,WCDMA,Pós-pago,10682
2023,11,PA,VIVO,LTE,Pós-pago,849631
2023,11,AP,VIVO,LTE,Pós-pago,87589
2023,11,PI,VIVO,LTE,Pós-pago,181664
2023,11,RN,VIVO,LTE,Pós-pago,293217
2023,11,PE,VIVO,NR,Pré-pago,55035
2023,11,ES,VIVO,GSM,Pré-pago,81632
2023,11,RJ,VIVO,WCDMA,Pós-pago,766459
2023,11,PR,VIVO,LTE,Pré-pago,845654
2023,11,SC,VIVO,NR,Pós-pago,166635
2023,11,MS,VIVO,LTE,Pós-pago,665491
2023,11,MT,VIVO,GSM,Pré-pago,87466
2023,11,GO,VIVO,WCDMA,Pré-pago,19133
2023,11,PA,CLARO,LTE,Pré-pago,1560433
2023,11,AP,CLARO,NR,Pós-pago,9360
2023,11,TO,CLARO,WCDMA,Pré-pago,23396
2023,11,PE,CLARO,NR,Pré-pago,59670
2023,11,MG,CLARO,GSM,Pós-pago,175570
2023,11,PR,CLARO,GSM,Pré-pago,22647
2023,11,SC,CLARO,WCDMA,Pré-pago,37492
2023,11,RS,CLARO,GSM,Pós-pago,217422
2023,11,MT,CLARO,NR,Pós-pago,90286
2023,11,GO,CLARO,WCDMA,Pré-pago,74948
2023,11,MG,ALGAR (CTBC TELECOM),LTE,Pré-pago,407978
2023,11,GO,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,709
2023,11,RS,AMERICA NET,LTE,Pós-pago,3312
2023,11,AC,VIVO,NR,Pré-pago,8686
2023,11,AP,VIVO,GSM,Pré-pago,13583
2023,11,PI,VIVO,NR,Pré-pago,11506
2023,11,RN,VIVO,NR,Pré-pago,18297
2023,11,MT,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,409
2023,11,DF,AMERICA NET,LTE,Pós-pago,756
2023,11,RJ,VIVO,CDMA IS 95,Pré-pago,7
2023,11,TO,SURF TELECOM,LTE,Pré-pago,597
2023,11,PI,DATORA,LTE,Pós-pago,140
2023,11,RR,CLARO,NR,Pré-pago,5913
2023,11,AC,SURF TELECOM,LTE,Pré-pago,146
2023,11,MT,SURF TELECOM,LTE,Pós-pago,5077
2023,11,PI,TIM,NR,Pós-pago,22685
2023,11,RN,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,5
2023,11,DF,DATORA,GSM,Pré-pago,9700
2023,11,MS,DATORA,GSM,Pós-pago,9630
2023,11,AM,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,85
2023,11,PR,EB FIBRA,LTE,Pós-pago,42
2023,11,AM,TIM,NR,Pré-pago,23151
2023,11,PA,SURF TELECOM,LTE,Pré-pago,3128
2023,11,PI,SURF TELECOM,LTE,Pré-pago,1195
2023,11,BA,SURF TELECOM,LTE,Pós-pago,33558
2023,11,RO,TIM,GSM,Pós-pago,3209
2023,11,AC,TIM,LTE,Pré-pago,45347
2023,11,AM,TIM,WCDMA,Pré-pago,3988
2023,11,TO,TIM,LTE,Pós-pago,67126
2023,11,TO,TIM,WCDMA,Pós-pago,1409
2023,11,MA,TIM,WCDMA,Pós-pago,4746
2023,11,PE,TIM,GSM,Pré-pago,103588
2023,11,MG,TIM,LTE,Pós-pago,2224220
2023,11,MG,TIM,NR,Pós-pago,209934
2023,11,ES,TIM,GSM,Pós-pago,7717
2023,11,RJ,TIM,GSM,Pós-pago,100860
2023,11,SC,TIM,GSM,Pós-pago,51168
2023,11,MS,TIM,LTE,Pré-pago,235907
2023,11,AM,VIVO,LTE,Pós-pago,514730
2023,11,AM,VIVO,WCDMA,Pré-pago,21963
2023,11,AM,VIVO,NR,Pós-pago,104736
2023,11,CE,VIVO,WCDMA,Pré-pago,103666
2023,11,SE,VIVO,LTE,Pré-pago,829521
2023,11,MG,VIVO,LTE,Pós-pago,6239494
