ano,mes,sigla_uf,empresa,tecnologia,modalidade,total_acessos
2022,1,BA,SURF TELECOM SA,LTE,Pós-pago,30
2022,1,PA,CLARO,WCDMA,Pós-pago,127036
2022,1,PA,CLARO,LTE,Pós-pago,871977
2022,1,PA,America Net S.a.,LTE,Pós-pago,150
2022,1,AP,TIM,GSM,Pós-pago,2383
2022,1,AP,VIVO,GSM,Pré-pago,42200
2022,1,SP,TIM,WCDMA,Pós-pago,553164
2022,1,SP,VIVO,WCDMA,Pós-pago,6581152
2022,1,SP,VIVO,LTE,Pós-pago,22472339
2022,1,SP,OI,WCDMA,Pré-pago,457700
2022,1,RO,TIM,GSM,Pré-pago,12128
2022,1,RO,OI,WCDMA,Pré-pago,14482
2022,1,AC,TIM,WCDMA,Pré-pago,1139
2022,1,AC,CLARO,GSM,Pós-pago,4041
2022,1,AM,CLARO,WCDMA,Pós-pago,138562
2022,1,AM,OI,LTE,Pré-pago,621098
2022,1,DF,TIM,GSM,Pós-pago,32302
2022,1,GO,TIM,WCDMA,Pré-pago,44246
2022,1,GO,CLARO,GSM,Pré-pago,68555
2022,1,GO,VIVO,LTE,Pré-pago,1552411
2022,1,GO,SURF TELECOM SA,LTE,Pré-pago,21534
2022,1,GO,VIVO,WCDMA,Pré-pago,96862
2022,1,DF,CLARO,LTE,Pós-pago,1430500
2022,1,DF,VIVO,NR,Pós-pago,83217
2022,1,DF,America Net S.a.,LTE,Pós-pago,2022
2022,1,PR,TIM,GSM,Pós-pago,246547
2022,1,PR,VIVO,WCDMA,Pós-pago,527008
2022,1,PR,OI,LTE,Pré-pago,1329925
2022,1,PR,SURF TELECOM SA,GSM,Pré-pago,17160
2022,1,SC,TIM,LTE,Pós-pago,3532777
2022,1,SC,TIM,LTE,Pré-pago,3817011
2022,1,SC,OI,LTE,Pós-pago,521740
2022,1,SC,VIVO,CDMA IS 95,Pré-pago,9
2022,1,PB,TIM,LTE,Pré-pago,1402671
2022,1,PB,VIVO,WCDMA,Pré-pago,77555
2022,1,PB,CLARO,WCDMA,Pós-pago,309071
2022,1,PE,TIM,WCDMA,Pós-pago,64577
2022,1,PE,TIM,LTE,Pós-pago,1388073
2022,1,PE,TIM,WCDMA,Pré-pago,205581
2022,1,PE,CLARO,WCDMA,Pré-pago,426427
2022,1,PE,OI,GSM,Pré-pago,616732
2022,1,RJ,DATORA,LTE,Pós-pago,360
2022,1,RJ,CLARO,NR,Pré-pago,20336
2022,1,RS,TIM,GSM,Pré-pago,68843
2022,1,SE,OI,WCDMA,Pré-pago,49705
2022,1,MG,VIVO,WCDMA,Pré-pago,808184
2022,1,SP,TIM,NR,Pós-pago,129639
2022,1,RN,OI,WCDMA,Pré-pago,113461
2022,1,MT,TIM,WCDMA,Pós-pago,10696
2022,1,MT,OI,GSM,Pós-pago,58581
2022,1,MG,DATORA,GSM,Pós-pago,616530
2022,1,MG,DATORA,LTE,Pós-pago,1395
2022,1,AL,TIM,GSM,Pós-pago,35647
2022,1,RR,TIM,GSM,Pré-pago,3000
2022,1,RR,CLARO,LTE,Pós-pago,56951
2022,1,MS,VIVO,GSM,Pós-pago,200941
2022,1,AL,CLARO,NR,Pós-pago,14234
2022,1,MS,CLARO,NR,Pós-pago,19776
2022,1,CE,CLARO,WCDMA,Pré-pago,397144
2022,1,TO,CLARO,NR,Pré-pago,2243
2022,1,TO,CLARO,WCDMA,Pré-pago,93041
2022,1,TO,OI,WCDMA,Pós-pago,12215
2022,1,ES,VIVO,LTE,Pré-pago,2327124
2022,1,ES,SURF TELECOM SA,LTE,Pós-pago,6
2022,1,ES,VIVO,NR,Pós-pago,18169
2022,1,BA,VIVO,GSM,Pré-pago,689870
2022,1,BA,CLARO,LTE,Pré-pago,3760823
2022,1,PA,TIM,GSM,Pré-pago,162660
2022,1,PA,VIVO,GSM,Pós-pago,318771
2022,1,AP,SURF TELECOM SA,GSM,Pré-pago,483
2022,1,AP,VIVO,CDMA IS 95,Pré-pago,18
2022,1,SP,America Net S.a.,LTE,Pós-pago,217629
2022,1,SP,Next Level Telecom Ltda.,LTE,Pós-pago,284496
2022,1,RO,SURF TELECOM SA,GSM,Pré-pago,123
2022,1,RO,DATORA,GSM,Pós-pago,3675
2022,1,AC,CLARO,GSM,Pré-pago,9453
2022,1,AM,VIVO,LTE,Pré-pago,2004091
2022,1,AM,CLARO,LTE,Pós-pago,682903
2022,1,AM,CLARO,NR,Pós-pago,32179
2022,1,GO,VIVO,GSM,Pós-pago,680340
2022,1,DF,CLARO,NR,Pré-pago,10812
2022,1,DF,TIM,LTE,Pós-pago,627958
2022,1,GO,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,129
2022,1,DF,CLARO,GSM,Pré-pago,15579
2022,1,PR,SURF TELECOM SA,LTE,Pré-pago,284766
2022,1,MA,VIVO,WCDMA,Pré-pago,84093
2022,1,MA,CLARO,GSM,Pós-pago,13411
2022,1,PI,TIM,WCDMA,Pré-pago,61481
2022,1,BA,CLARO,NR,Pós-pago,24379
2022,1,PB,OI,WCDMA,Pós-pago,75779
2022,1,PB,CLARO,GSM,Pré-pago,38505
2022,1,PE,CLARO,WCDMA,Pós-pago,385786
2022,1,PE,OI,WCDMA,Pós-pago,155110
2022,1,SC,TIM,NR,Pré-pago,5071
2022,1,RJ,OI,GSM,Pós-pago,469829
2022,1,RJ,CLARO,LTE,Pré-pago,5072427
2022,1,RJ,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,381
2022,1,RS,VIVO,GSM,Pré-pago,677540
2022,1,RS,CLARO,WCDMA,Pós-pago,2462523
2022,1,RS,TIM,NR,Pré-pago,80
2022,1,MG,TIM,LTE,Pós-pago,3515261
2022,1,MG,OI,LTE,Pós-pago,3033443
2022,1,MG,OI,WCDMA,Pré-pago,430906
2022,1,MG,ALGAR (CTBC TELECOM),LTE,Pós-pago,1173560
2022,1,MG,ALGAR (CTBC TELECOM),WCDMA,Pré-pago,230991
2022,1,RN,SURF TELECOM SA,GSM,Pré-pago,2124
2022,1,RN,VIVO,GSM,Pós-pago,56530
2022,1,RN,TIM,LTE,Pós-pago,664629
2022,1,MT,TIM,LTE,Pré-pago,290811
2022,1,MT,OI,LTE,Pós-pago,346256
2022,1,GO,SURF TELECOM SA,LTE,Pós-pago,33
2022,1,GO,CLARO,NR,Pós-pago,51148
2022,1,AL,CLARO,LTE,Pós-pago,511501
2022,1,AL,OI,WCDMA,Pós-pago,40386
2022,1,RR,OI,WCDMA,Pós-pago,1088
2022,1,RR,OI,LTE,Pré-pago,31183
2022,1,RR,DATORA,LTE,Pós-pago,75
2022,1,MS,TIM,LTE,Pré-pago,297961
2022,1,MS,OI,GSM,Pré-pago,31152
2022,1,MG,VIVO,NR,Pré-pago,8465
2022,1,CE,TIM,GSM,Pré-pago,423208
2022,1,CE,TIM,WCDMA,Pós-pago,106666
2022,1,CE,VIVO,LTE,Pós-pago,714399
2022,1,CE,TIM,NR,Pré-pago,17209
2022,1,TO,TIM,GSM,Pré-pago,9909
2022,1,ES,VIVO,GSM,Pré-pago,240049
2022,1,ES,CLARO,LTE,Pré-pago,289506
2022,1,ES,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,36
2022,1,BA,TIM,GSM,Pré-pago,277740
2022,1,BA,VIVO,WCDMA,Pós-pago,468342
2022,1,BA,OI,GSM,Pós-pago,451447
2022,1,BA,Next Level Telecom Ltda.,LTE,Pós-pago,59307
2022,1,PA,VIVO,WCDMA,Pré-pago,201092
2022,1,PA,SURF TELECOM SA,GSM,Pré-pago,2838
2022,1,SP,ALGAR (CTBC TELECOM),WCDMA,Pós-pago,50780
2022,1,SP,DATORA,GSM,Pré-pago,294
2022,1,RO,VIVO,GSM,Pré-pago,40722
2022,1,RO,VIVO,WCDMA,Pós-pago,48988
2022,1,AC,TIM,GSM,Pré-pago,3413
2022,1,AC,TIM,LTE,Pós-pago,16437
2022,1,AC,DATORA,GSM,Pós-pago,4050
2022,1,AC,CLARO,NR,Pré-pago,2090
2022,1,AM,TIM,LTE,Pós-pago,239317
2022,1,AM,TIM,WCDMA,Pré-pago,15585
2022,1,AM,VIVO,CDMA IS 95,Pré-pago,56
2022,1,AM,SURF TELECOM SA,GSM,Pré-pago,51
2022,1,DF,OI,LTE,Pós-pago,404035
2022,1,GO,CLARO,GSM,Pós-pago,223053
2022,1,GO,VIVO,GSM,Pré-pago,240946
2022,1,DF,VIVO,LTE,Pós-pago,1136541
2022,1,DF,TIM,WCDMA,Pré-pago,24719
2022,1,DF,VIVO,CDMA IS 95,Pré-pago,3
2022,1,DF,VIVO,NR,Pré-pago,8698
2022,1,PR,TIM,GSM,Pré-pago,454121
2022,1,PR,OI,WCDMA,Pós-pago,43405
2022,1,SC,America Net S.a.,LTE,Pós-pago,1358
2022,1,SC,TIM,WCDMA,Pré-pago,190737
2022,1,MA,TIM,WCDMA,Pós-pago,17952
2022,1,MA,OI,LTE,Pré-pago,1633399
2022,1,PI,TIM,WCDMA,Pós-pago,13976
2022,1,PI,VIVO,LTE,Pré-pago,679808
2022,1,PI,VIVO,GSM,Pré-pago,117488
2022,1,BA,TIM,NR,Pós-pago,17768
2022,1,BA,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,42
2022,1,PB,VIVO,LTE,Pré-pago,436583
2022,1,RJ,TIM,WCDMA,Pós-pago,202287
2022,1,RJ,TIM,WCDMA,Pré-pago,218389
2022,1,RJ,OI,WCDMA,Pós-pago,150485
2022,1,RS,CLARO,WCDMA,Pré-pago,295957
2022,1,RS,OI,LTE,Pós-pago,1231573
2022,1,RS,OI,GSM,Pré-pago,277092
2022,1,SE,VIVO,LTE,Pós-pago,859564
2022,1,SE,CLARO,GSM,Pós-pago,3148
2022,1,SE,OI,WCDMA,Pós-pago,18152
2022,1,MG,VIVO,LTE,Pré-pago,7504258
2022,1,MG,OI,GSM,Pré-pago,781175
2022,1,SP,CLARO,NR,Pré-pago,51866
2022,1,RN,CLARO,LTE,Pós-pago,522571
2022,1,RN,TIM,WCDMA,Pós-pago,28595
2022,1,MT,TIM,WCDMA,Pré-pago,9554
2022,1,MT,CLARO,LTE,Pós-pago,881887
2022,1,MG,TIM,NR,Pré-pago,14118
2022,1,RS,VIVO,NR,Pós-pago,42620
2022,1,PR,LIGGA TELECOM,WCDMA,Pós-pago,18563
2022,1,GO,ALGAR (CTBC TELECOM),WCDMA,Pré-pago,11252
2022,1,AL,OI,GSM,Pós-pago,75834
2022,1,AL,SURF TELECOM SA,LTE,Pós-pago,6
2022,1,AL,VIVO,LTE,Pós-pago,276962
2022,1,AL,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,18
2022,1,RR,TIM,GSM,Pós-pago,1748
2022,1,RR,OI,GSM,Pós-pago,6752
2022,1,RR,SURF TELECOM SA,LTE,Pré-pago,11787
2022,1,MS,TIM,LTE,Pós-pago,192097
2022,1,MS,TIM,GSM,Pós-pago,19682
2022,1,MS,CLARO,GSM,Pós-pago,15527
2022,1,MS,ALGAR (CTBC TELECOM),GSM,Pós-pago,357
2022,1,MT,VIVO,NR,Pós-pago,22546
2022,1,SE,SURF TELECOM SA,LTE,Pós-pago,6
2022,1,SE,DATORA,LTE,Pós-pago,75
2022,1,SE,VIVO,NR,Pós-pago,17355
2022,1,RN,America Net S.a.,LTE,Pós-pago,9
2022,1,PR,VIVO,NR,Pré-pago,3680
2022,1,CE,OI,WCDMA,Pós-pago,679600
2022,1,TO,SURF TELECOM SA,GSM,Pré-pago,24
2022,1,TO,OI,GSM,Pré-pago,86447
2022,1,TO,TIM,WCDMA,Pós-pago,2325
2022,1,TO,VIVO,WCDMA,Pré-pago,13715
2022,1,ES,CLARO,GSM,Pós-pago,18832
2022,1,ES,SURF TELECOM SA,LTE,Pré-pago,31590
2022,1,ES,DATORA,GSM,Pós-pago,5400
2022,1,BA,TIM,WCDMA,Pré-pago,220999
2022,1,BA,VIVO,LTE,Pós-pago,2852241
2022,1,BA,CLARO,WCDMA,Pré-pago,509127
2022,1,BA,SURF TELECOM SA,LTE,Pré-pago,94482
2022,1,PA,TIM,GSM,Pós-pago,34436
2022,1,PA,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,45
2022,1,AP,CLARO,LTE,Pré-pago,281444
2022,1,AP,VIVO,LTE,Pós-pago,155610
2022,1,SP,VIVO,CDMA IS 95,Pré-pago,40
2022,1,RO,CLARO,LTE,Pré-pago,1117646
2022,1,AC,SURF TELECOM SA,LTE,Pré-pago,15117
2022,1,AC,OI,LTE,Pré-pago,91061
2022,1,AM,TIM,GSM,Pós-pago,13259
2022,1,AM,CLARO,GSM,Pré-pago,21202
2022,1,AM,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,30
2022,1,GO,OI,LTE,Pós-pago,972123
2022,1,GO,OI,WCDMA,Pré-pago,90062
2022,1,DF,VIVO,LTE,Pré-pago,530849
2022,1,DF,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,123
2022,1,PR,TIM,WCDMA,Pré-pago,461414
2022,1,SC,DATORA,LTE,Pós-pago,243
2022,1,MA,TIM,LTE,Pós-pago,343929
2022,1,MA,CLARO,LTE,Pré-pago,2941394
2022,1,MA,DATORA,GSM,Pós-pago,5583
2022,1,PI,CLARO,NR,Pós-pago,9657
2022,1,PB,VIVO,WCDMA,Pós-pago,113185
2022,1,PB,OI,LTE,Pós-pago,907265
2022,1,PB,OI,WCDMA,Pré-pago,158930
2022,1,PB,SURF TELECOM SA,LTE,Pré-pago,19914
2022,1,RJ,TIM,GSM,Pós-pago,240493
2022,1,RS,VIVO,LTE,Pós-pago,5886036
2022,1,SE,TIM,WCDMA,Pré-pago,8498
2022,1,SE,VIVO,GSM,Pós-pago,114885
2022,1,SE,VIVO,WCDMA,Pós-pago,97538
2022,1,SE,OI,GSM,Pós-pago,52078
2022,1,SE,America Net S.a.,LTE,Pós-pago,18
2022,1,SE,SURF TELECOM SA,GSM,Pré-pago,78
2022,1,MG,TIM,WCDMA,Pré-pago,226070
2022,1,MG,TIM,GSM,Pré-pago,245210
2022,1,MG,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,390
2022,1,MG,SURF TELECOM SA,LTE,Pós-pago,129
2022,1,PB,CLARO,NR,Pré-pago,2236
2022,1,RN,OI,GSM,Pós-pago,115470
2022,1,RN,OI,GSM,Pré-pago,233844
2022,1,PB,SURF TELECOM SA,LTE,Pós-pago,15
2022,1,RN,VIVO,LTE,Pré-pago,252261
2022,1,RN,CLARO,WCDMA,Pré-pago,117680
2022,1,MT,VIVO,WCDMA,Pós-pago,167807
2022,1,GO,ALGAR (CTBC TELECOM),LTE,Pós-pago,49178
2022,1,AL,SURF TELECOM SA,GSM,Pré-pago,33
2022,1,AL,VIVO,GSM,Pré-pago,73633
2022,1,AL,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,9
2022,1,PE,TIM,NR,Pós-pago,20220
2022,1,RR,VIVO,LTE,Pós-pago,170817
2022,1,RR,CLARO,WCDMA,Pré-pago,13514
2022,1,PA,SURF TELECOM SA,LTE,Pós-pago,15
2022,1,PA,TIM,NR,Pós-pago,10924
2022,1,PA,VIVO,NR,Pré-pago,3428
2022,1,PA,CLARO,NR,Pós-pago,19531
2022,1,MS,TIM,GSM,Pré-pago,21087
2022,1,SE,VIVO,NR,Pré-pago,3354
2022,1,RN,CLARO,NR,Pré-pago,2075
2022,1,CE,SURF TELECOM SA,LTE,Pré-pago,46509
2022,1,TO,OI,WCDMA,Pré-pago,28472
2022,1,BA,CLARO,GSM,Pós-pago,46240
2022,1,PA,TIM,WCDMA,Pré-pago,138838
2022,1,PA,VIVO,GSM,Pré-pago,444450
2022,1,PA,OI,WCDMA,Pré-pago,107585
2022,1,AP,TIM,WCDMA,Pré-pago,5631
2022,1,SP,TIM,LTE,Pré-pago,11201101
2022,1,SP,TIM,GSM,Pré-pago,414727
2022,1,SP,OI,LTE,Pré-pago,5869100
2022,1,SP,OI,GSM,Pré-pago,901248
2022,1,SP,SURF TELECOM SA,LTE,Pré-pago,478782
2022,1,SP,SURF TELECOM SA,GSM,Pré-pago,82185
2022,1,SP,DATORA,GSM,Pós-pago,2257296
2022,1,SP,Next Level Telecom Ltda.,WCDMA,Pós-pago,393201
2022,1,RO,TIM,LTE,Pré-pago,99797
2022,1,RO,SURF TELECOM SA,LTE,Pré-pago,15471
2022,1,AC,CLARO,LTE,Pós-pago,204422
2022,1,AM,TIM,LTE,Pré-pago,421446
2022,1,AM,VIVO,LTE,Pós-pago,1014530
2022,1,GO,TIM,WCDMA,Pós-pago,33998
2022,1,GO,TIM,GSM,Pós-pago,57312
2022,1,GO,OI,GSM,Pré-pago,241667
2022,1,DF,TIM,WCDMA,Pós-pago,25324
2022,1,DF,OI,WCDMA,Pré-pago,30320
2022,1,DF,TIM,NR,Pré-pago,14830
2022,1,DF,CLARO,LTE,Pré-pago,1136861
2022,1,DF,DATORA,GSM,Pós-pago,156060
2022,1,SC,OI,WCDMA,Pré-pago,50005
2022,1,MA,CLARO,WCDMA,Pós-pago,233070
2022,1,MA,CLARO,NR,Pós-pago,16004
2022,1,PI,VIVO,GSM,Pós-pago,76582
2022,1,PI,CLARO,WCDMA,Pré-pago,221681
2022,1,PI,DATORA,GSM,Pós-pago,2139
2022,1,PB,TIM,LTE,Pós-pago,810368
2022,1,PB,TIM,GSM,Pré-pago,179654
2022,1,PE,SURF TELECOM SA,LTE,Pós-pago,27
2022,1,PE,VIVO,LTE,Pré-pago,1099266
2022,1,RJ,VIVO,CDMA IS 95,Pré-pago,16
2022,1,RJ,SURF TELECOM SA,GSM,Pré-pago,21363
2022,1,RJ,VIVO,GSM,Pós-pago,1400793
2022,1,RJ,VIVO,WCDMA,Pós-pago,805176
2022,1,RS,VIVO,GSM,Pós-pago,1180909
2022,1,RS,TIM,WCDMA,Pré-pago,57070
2022,1,RS,TIM,GSM,Pós-pago,64525
2022,1,SE,CLARO,WCDMA,Pré-pago,25855
2022,1,MG,TIM,LTE,Pré-pago,3728085
2022,1,MG,CLARO,GSM,Pré-pago,77287
2022,1,RN,TIM,GSM,Pós-pago,49549
2022,1,RN,CLARO,GSM,Pré-pago,33144
2022,1,RN,CLARO,LTE,Pré-pago,950024
2022,1,RN,OI,WCDMA,Pós-pago,50468
2022,1,MT,America Net S.a.,LTE,Pós-pago,385
2022,1,MT,SURF TELECOM SA,LTE,Pré-pago,25890
2022,1,PR,DATORA,LTE,Pós-pago,255
2022,1,PE,DATORA,LTE,Pós-pago,255
2022,1,PE,CLARO,NR,Pós-pago,26756
2022,1,AL,TIM,WCDMA,Pós-pago,17817
2022,1,MG,VIVO,CDMA IS 95,Pré-pago,3
2022,1,RR,TIM,LTE,Pós-pago,47832
2022,1,RR,TIM,WCDMA,Pré-pago,3564
2022,1,RR,CLARO,GSM,Pré-pago,2203
2022,1,RR,America Net S.a.,LTE,Pós-pago,4
2022,1,RR,VIVO,WCDMA,Pós-pago,17712
2022,1,MS,OI,LTE,Pré-pago,226561
2022,1,MS,OI,WCDMA,Pós-pago,7843
2022,1,MG,VIVO,NR,Pós-pago,78755
2022,1,RN,VIVO,NR,Pré-pago,1064
2022,1,RN,CLARO,NR,Pós-pago,11272
2022,1,TO,VIVO,CDMA IS 95,Pré-pago,3
2022,1,TO,SURF TELECOM SA,LTE,Pré-pago,12570
2022,1,TO,CLARO,LTE,Pós-pago,576694
2022,1,ES,CLARO,WCDMA,Pré-pago,27629
2022,1,ES,CLARO,NR,Pré-pago,903
2022,1,BA,OI,LTE,Pós-pago,2187413
2022,1,BA,America Net S.a.,LTE,Pós-pago,4865
2022,1,AP,VIVO,GSM,Pós-pago,26188
2022,1,AP,CLARO,GSM,Pós-pago,960
2022,1,SP,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,16443
2022,1,RO,CLARO,LTE,Pós-pago,669598
2022,1,AC,VIVO,LTE,Pós-pago,207014
2022,1,AC,VIVO,GSM,Pré-pago,54483
2022,1,AC,VIVO,LTE,Pré-pago,360405
2022,1,AM,TIM,WCDMA,Pós-pago,10804
2022,1,AM,OI,LTE,Pós-pago,285577
2022,1,GO,OI,GSM,Pós-pago,118659
2022,1,DF,OI,GSM,Pós-pago,38456
2022,1,DF,VIVO,GSM,Pós-pago,202031
2022,1,GO,SURF TELECOM SA,GSM,Pré-pago,1008
2022,1,DF,TIM,GSM,Pré-pago,23231
2022,1,PR,TIM,LTE,Pós-pago,5439193
2022,1,PR,TIM,LTE,Pré-pago,7268832
2022,1,PR,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,372
2022,1,SC,VIVO,WCDMA,Pós-pago,325308
2022,1,PI,VIVO,LTE,Pós-pago,292156
2022,1,PI,CLARO,GSM,Pré-pago,56926
2022,1,PI,CLARO,NR,Pré-pago,2924
2022,1,BA,DATORA,LTE,Pós-pago,1029
2022,1,PB,SURF TELECOM SA,GSM,Pré-pago,90
2022,1,PE,VIVO,WCDMA,Pré-pago,146118
2022,1,PE,VIVO,WCDMA,Pós-pago,192593
2022,1,PE,OI,LTE,Pós-pago,2008313
2022,1,SC,TIM,NR,Pós-pago,15163
2022,1,SE,CLARO,LTE,Pós-pago,127892
2022,1,MG,VIVO,WCDMA,Pós-pago,1236972
2022,1,MG,CLARO,LTE,Pré-pago,2221087
2022,1,MG,OI,LTE,Pré-pago,4411453
2022,1,MG,ALGAR (CTBC TELECOM),GSM,Pré-pago,58017
2022,1,PB,DATORA,LTE,Pós-pago,30
2022,1,MT,TIM,GSM,Pré-pago,18611
2022,1,MT,VIVO,GSM,Pós-pago,277375
2022,1,MT,CLARO,WCDMA,Pré-pago,64226
2022,1,MT,OI,WCDMA,Pré-pago,25313
2022,1,GO,DATORA,LTE,Pós-pago,165
2022,1,GO,VIVO,NR,Pós-pago,37196
2022,1,RR,VIVO,GSM,Pré-pago,28549
2022,1,PA,VIVO,NR,Pós-pago,19078
2022,1,MS,ALGAR (CTBC TELECOM),LTE,Pós-pago,19434
2022,1,MT,CLARO,NR,Pré-pago,3765
2022,1,RN,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,42
2022,1,CE,VIVO,GSM,Pré-pago,91355
2022,1,CE,TIM,WCDMA,Pré-pago,186375
2022,1,CE,America Net S.a.,LTE,Pós-pago,39
2022,1,CE,CLARO,LTE,Pós-pago,1194950
2022,1,CE,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,6
2022,1,TO,VIVO,GSM,Pré-pago,42149
2022,1,TO,TIM,LTE,Pré-pago,94417
2022,1,TO,CLARO,NR,Pós-pago,11526
2022,1,ES,TIM,WCDMA,Pós-pago,17743
2022,1,ES,TIM,LTE,Pós-pago,171066
2022,1,ES,TIM,LTE,Pré-pago,164135
2022,1,ES,VIVO,GSM,Pós-pago,491543
2022,1,ES,OI,GSM,Pré-pago,81373
2022,1,BA,OI,LTE,Pré-pago,4467870
2022,1,PA,VIVO,CDMA IS 95,Pré-pago,12
2022,1,AP,CLARO,LTE,Pós-pago,90725
2022,1,SP,TIM,LTE,Pós-pago,16766508
2022,1,SP,TIM,WCDMA,Pré-pago,558239
2022,1,SP,SURF TELECOM SA,LTE,Pós-pago,234
2022,1,SP,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pré-pago,2346
2022,1,RO,VIVO,GSM,Pós-pago,71218
2022,1,RO,America Net S.a.,LTE,Pós-pago,12
2022,1,RO,CLARO,NR,Pós-pago,12900
2022,1,AC,CLARO,WCDMA,Pré-pago,28898
2022,1,AC,CLARO,LTE,Pré-pago,438876
2022,1,AC,OI,WCDMA,Pré-pago,3663
2022,1,GO,TIM,LTE,Pré-pago,1124220
2022,1,GO,VIVO,WCDMA,Pós-pago,220177
2022,1,DF,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,33
2022,1,PR,VIVO,GSM,Pós-pago,827039
2022,1,PR,CLARO,LTE,Pré-pago,1260098
2022,1,PR,OI,GSM,Pré-pago,191257
2022,1,SC,TIM,GSM,Pré-pago,165731
2022,1,SC,VIVO,GSM,Pré-pago,131820
2022,1,SC,CLARO,WCDMA,Pré-pago,102976
2022,1,SC,OI,WCDMA,Pós-pago,25922
2022,1,SC,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,93
2022,1,MA,TIM,LTE,Pré-pago,1212789
2022,1,PI,CLARO,WCDMA,Pós-pago,209773
2022,1,PI,OI,LTE,Pós-pago,249443
2022,1,BA,DATORA,GSM,Pós-pago,82077
2022,1,BA,TIM,NR,Pré-pago,12875
2022,1,PE,TIM,GSM,Pré-pago,347689
2022,1,PE,CLARO,GSM,Pré-pago,125996
2022,1,SC,VIVO,NR,Pré-pago,2796
2022,1,RJ,CLARO,GSM,Pós-pago,95569
2022,1,RJ,OI,GSM,Pré-pago,410014
2022,1,RJ,SURF TELECOM SA,LTE,Pré-pago,268287
2022,1,RJ,TIM,LTE,Pós-pago,3284744
2022,1,RJ,VIVO,LTE,Pós-pago,6252294
2022,1,RJ,TIM,NR,Pré-pago,34151
2022,1,RS,SURF TELECOM SA,LTE,Pós-pago,57
2022,1,RS,DATORA,LTE,Pós-pago,345
2022,1,SE,SURF TELECOM SA,LTE,Pré-pago,16911
2022,1,MG,VIVO,GSM,Pré-pago,856723
2022,1,MG,CLARO,LTE,Pós-pago,2919676
2022,1,SP,TIM,NR,Pré-pago,89187
2022,1,SP,VIVO,NR,Pós-pago,371979
2022,1,RN,OI,LTE,Pós-pago,704195
2022,1,RN,TIM,WCDMA,Pré-pago,91686
2022,1,RN,CLARO,WCDMA,Pós-pago,68642
2022,1,MT,TIM,GSM,Pós-pago,19806
2022,1,MT,CLARO,GSM,Pós-pago,20554
2022,1,MT,OI,WCDMA,Pós-pago,14760
2022,1,PR,LIGGA TELECOM,WCDMA,Pré-pago,100420
2022,1,GO,DATORA,GSM,Pós-pago,71346
2022,1,GO,TELEXPERTS TELECOMUNICAÇÕES S.A.,LTE,Pós-pago,24
2022,1,GO,VIVO,NR,Pré-pago,4687
2022,1,AL,TIM,GSM,Pré-pago,139130
2022,1,AL,TIM,WCDMA,Pré-pago,73449
2022,1,AL,OI,WCDMA,Pré-pago,85788
2022,1,MS,CLARO,LTE,Pós-pago,889490
2022,1,MS,OI,WCDMA,Pré-pago,12093
2022,1,MS,America Net S.a.,LTE,Pós-pago,127
2022,1,MS,ALGAR (CTBC TELECOM),WCDMA,Pós-pago,1433
2022,1,RN,SURF TELECOM SA,LTE,Pós-pago,6
2022,1,PR,CLARO,NR,Pós-pago,31489
2022,1,CE,DATORA,GSM,Pós-pago,39909
2022,1,CE,DATORA,LTE,Pós-pago,480
2022,1,TO,DATORA,GSM,Pós-pago,1395
2022,1,TO,TIM,GSM,Pós-pago,4979
2022,1,TO,VIVO,GSM,Pós-pago,48388
2022,1,TO,CLARO,GSM,Pós-pago,11982
2022,1,TO,CLARO,GSM,Pré-pago,26521
2022,1,TO,TIM,LTE,Pós-pago,37453
2022,1,TO,VIVO,WCDMA,Pós-pago,26594
2022,1,ES,CLARO,NR,Pós-pago,8191
2022,1,BA,TIM,WCDMA,Pós-pago,61010
2022,1,BA,TIM,GSM,Pós-pago,77945
2022,1,BA,VIVO,WCDMA,Pré-pago,477031
2022,1,PA,TIM,LTE,Pré-pago,2056886
2022,1,PA,CLARO,GSM,Pré-pago,52400
2022,1,PA,DATORA,LTE,Pós-pago,156
2022,1,AP,TIM,LTE,Pós-pago,79456
2022,1,AP,OI,LTE,Pré-pago,145684
2022,1,AP,TIM,WCDMA,Pós-pago,2207
